customer_id,age,gender,tenure_months,monthly_spend,num_support_tickets,payment_delay_days,last_login_days_ago,num_products_purchased,satisfaction_score,contract_type,uses_mobile_app,churned
CUST-0672,37,Female,56,82.59,10,4,68,7,2.1,Month-to-Month,1,0
CUST-0673,43,Male,12,255.43,9,6,75,11,2.1,Two-Year,1,1
CUST-0674,40,Male,39,184.05,4,27,84,18,2.3,Annual,1,1
CUST-0675,50,Female,71,75.5,0,40,90,17,4.5,Two-Year,1,0
CUST-0676,70,Non-Binary,60,104.76,10,34,78,25,4.6,Two-Year,0,0
CUST-0677,41,Female,19,95.53,11,43,38,14,2.6,Month-to-Month,0,0
CUST-0678,35,Female,21,100.91,9,15,51,8,1.5,Month-to-Month,0,1
CUST-0679,70,Female,60,177.6,6,27,82,2,1.8,Annual,0,1
CUST-0680,68,Female,71,73.96,0,31,2,2,4.4,Month-to-Month,1,0
CUST-0681,22,Female,47,240.01,1,25,17,8,1.4,Two-Year,0,1
CUST-0682,71,Non-Binary,68,99.36,1,15,76,4,4.1,Annual,1,0
CUST-0683,65,Female,31,328.39,3,9,13,6,1.9,Annual,1,1
CUST-0684,55,Male,63,193.71,11,7,40,18,2.7,Two-Year,0,0
CUST-0685,68,Male,47,174.2,5,19,2,21,4.9,Two-Year,0,0
CUST-0686,60,Male,31,99.75,6,19,81,23,2.5,Two-Year,0,1
CUST-0687,33,Female,50,17.64,6,16,38,3,4.7,Month-to-Month,1,0
CUST-0688,28,Female,41,309.62,12,41,52,2,2.1,Month-to-Month,1,1
CUST-0689,44,Female,55,308.72,1,10,89,9,3.0,Annual,1,0
CUST-0690,70,Non-Binary,42,166.84,0,3,82,21,1.7,Annual,0,1
CUST-0691,30,Non-Binary,40,120.1,1,7,20,8,3.1,Two-Year,0,0
CUST-0692,61,Female,41,166.25,11,8,33,6,3.7,Annual,1,1
CUST-0693,44,Female,24,146.82,6,36,28,1,4.8,Two-Year,0,0
CUST-0694,47,Male,34,249.92,2,3,51,20,2.7,Annual,0,1
CUST-0695,41,Male,16,19.73,8,27,58,22,3.0,Month-to-Month,0,1
CUST-0696,70,Female,37,265.06,6,8,55,7,3.4,Annual,0,0
CUST-0697,44,Male,4,112.21,4,15,79,15,4.6,Annual,1,0
CUST-0698,48,Male,42,341.42,6,43,27,23,2.5,Annual,1,1
CUST-0699,53,Male,7,126.51,3,30,45,20,4.8,Two-Year,0,1
CUST-0700,50,Non-Binary,49,116.34,6,42,47,5,4.9,Two-Year,0,0
CUST-0701,34,Male,65,180.1,5,29,16,3,2.3,Two-Year,1,1
CUST-0702,25,Female,6,342.8,7,17,46,14,2.1,Annual,1,1
CUST-0703,45,Male,41,261.85,7,9,71,22,3.5,Annual,0,1
CUST-0704,21,Male,24,27.01,4,10,90,15,2.7,Annual,0,1
CUST-0705,63,Non-Binary,63,168.35,1,9,15,12,1.4,Annual,0,0
CUST-0706,65,Non-Binary,35,203.69,10,37,27,19,5.0,Month-to-Month,0,0
CUST-0707,22,Male,64,241.76,5,1,36,22,4.9,Month-to-Month,1,0
CUST-0708,24,Female,20,24.67,7,45,84,16,2.8,Annual,0,1
CUST-0709,20,Non-Binary,58,123.85,11,36,16,7,4.5,Two-Year,1,0
CUST-0710,21,Non-Binary,10,198.3,9,24,11,13,2.0,Month-to-Month,1,1
CUST-0711,72,Male,21,145.15,6,18,82,25,4.8,Month-to-Month,0,0
CUST-0712,69,Female,40,317.75,9,8,45,22,1.4,Annual,0,1
CUST-0713,42,Female,35,203.62,6,5,54,12,3.5,Annual,1,1
CUST-0714,50,Female,60,241.61,10,43,19,16,3.1,Two-Year,0,1
CUST-0715,45,Male,62,115.63,2,43,38,8,3.1,Annual,0,0
CUST-0716,20,Non-Binary,14,186.07,6,6,59,22,3.9,Annual,1,0
CUST-0717,23,Non-Binary,3,53.17,10,29,22,6,4.4,Month-to-Month,0,0
CUST-0718,63,Female,41,211.71,7,42,57,20,4.2,Annual,0,1
CUST-0719,23,Non-Binary,34,306.99,1,27,68,1,1.0,Month-to-Month,0,1
CUST-0720,48,Female,52,306.04,11,38,62,10,3.5,Two-Year,1,0
CUST-0721,62,Non-Binary,51,284.55,1,8,17,1,1.8,Month-to-Month,0,0
CUST-0722,31,Female,19,232.66,6,40,68,7,1.3,Annual,0,1
CUST-0723,19,Male,22,317.31,11,44,56,16,2.9,Annual,0,1
CUST-0724,54,Female,7,126.84,1,40,55,14,4.4,Two-Year,1,1
CUST-0725,43,Female,66,213.0,9,43,62,8,3.9,Two-Year,0,0
CUST-0726,38,Non-Binary,9,104.73,10,26,60,4,3.0,Two-Year,1,1
CUST-0727,45,Male,21,111.48,3,30,44,15,1.9,Month-to-Month,1,0
CUST-0728,72,Non-Binary,60,58.94,4,45,49,14,4.3,Two-Year,1,0
CUST-0729,69,Male,27,109.62,11,5,85,16,1.5,Month-to-Month,0,1
CUST-0730,24,Female,64,116.72,3,35,6,1,2.4,Annual,1,0
CUST-0731,29,Non-Binary,5,285.28,5,27,14,20,1.9,Two-Year,0,1
CUST-0732,39,Female,6,272.98,8,17,19,23,4.5,Two-Year,0,0
CUST-0733,46,Female,15,341.51,12,39,78,4,4.3,Month-to-Month,0,1
CUST-0734,25,Male,47,67.61,4,45,56,25,3.0,Two-Year,0,1
CUST-0735,41,Female,18,56.2,3,28,53,25,4.1,Month-to-Month,1,0
CUST-0736,50,Male,11,104.12,11,26,46,21,3.7,Month-to-Month,1,0
CUST-0737,26,Female,53,322.54,7,33,87,12,4.8,Annual,0,0
CUST-0738,63,Non-Binary,9,43.4,5,25,21,14,1.2,Month-to-Month,0,0
CUST-0739,21,Non-Binary,67,340.84,6,25,87,23,3.2,Annual,1,0
CUST-0740,18,Female,68,219.48,2,44,51,15,3.6,Two-Year,1,0
CUST-0741,69,Non-Binary,52,274.76,4,5,4,18,2.3,Two-Year,0,0
CUST-0742,52,Female,28,46.09,8,19,66,11,4.0,Month-to-Month,0,1
CUST-0743,68,Non-Binary,34,95.85,12,19,54,17,1.4,Month-to-Month,1,1
CUST-0744,50,Female,16,30.99,10,7,57,10,3.3,Month-to-Month,1,1
CUST-0745,33,Non-Binary,69,297.91,3,22,38,10,3.7,Two-Year,0,0
CUST-0746,51,Non-Binary,32,50.25,8,37,24,25,2.4,Month-to-Month,0,1
CUST-0747,71,Female,11,45.9,6,8,60,7,2.8,Annual,1,0
CUST-0748,51,Female,34,210.74,10,27,56,23,4.7,Annual,1,0
CUST-0749,27,Non-Binary,17,177.4,7,8,90,17,4.5,Month-to-Month,0,0
CUST-0750,20,Non-Binary,21,331.26,5,7,77,14,1.4,Annual,1,1
CUST-0751,27,Male,48,117.15,5,19,37,16,1.1,Month-to-Month,0,1
CUST-0752,44,Male,40,312.83,3,11,62,1,1.5,Annual,0,0
CUST-0753,44,Female,40,204.53,5,24,60,24,4.3,Month-to-Month,0,0
CUST-0754,47,Female,58,64.91,11,20,11,20,3.7,Annual,1,0
CUST-0755,43,Female,70,30.35,10,28,35,21,1.4,Month-to-Month,0,1
CUST-0756,68,Non-Binary,40,202.95,1,41,71,3,1.8,Two-Year,0,0
CUST-0757,51,Male,61,183.38,0,7,84,18,1.7,Month-to-Month,1,0
CUST-0758,33,Non-Binary,57,43.36,8,38,41,13,3.4,Annual,0,1
CUST-0759,29,Female,4,302.98,5,24,32,3,1.5,Month-to-Month,0,1
CUST-0760,29,Female,12,66.67,6,43,21,2,3.5,Annual,0,1
CUST-0761,21,Female,50,48.08,2,26,41,9,2.5,Month-to-Month,0,1
CUST-0762,66,Non-Binary,31,180.15,12,32,49,4,2.1,Annual,1,1
CUST-0763,22,Female,4,151.51,3,1,34,18,4.9,Two-Year,0,0
CUST-0764,53,Non-Binary,17,117.05,6,28,10,21,3.0,Month-to-Month,1,0
CUST-0765,28,Male,69,334.13,8,28,5,1,4.3,Two-Year,1,0
CUST-0766,28,Male,8,327.72,7,17,76,9,4.4,Annual,1,0
CUST-0767,31,Non-Binary,66,109.24,2,34,72,3,2.2,Annual,0,0
CUST-0768,64,Non-Binary,36,309.22,3,39,64,11,4.5,Annual,1,0
CUST-0769,63,Female,35,97.39,5,21,26,15,4.8,Annual,0,0
CUST-0770,26,Non-Binary,1,218.94,0,0,86,6,2.7,Two-Year,1,0
CUST-0771,52,Male,10,195.45,10,28,86,4,2.4,Annual,1,1
CUST-0772,71,Non-Binary,2,56.8,5,12,56,1,1.9,Month-to-Month,1,1
CUST-0773,63,Female,25,45.14,9,40,38,23,1.9,Annual,1,1
CUST-0774,49,Non-Binary,27,17.39,10,25,14,9,3.3,Annual,0,0
CUST-0775,60,Non-Binary,23,36.9,2,4,16,9,4.7,Month-to-Month,1,0
CUST-0776,61,Male,69,220.84,10,35,58,1,4.8,Two-Year,0,0
CUST-0777,38,Female,53,106.8,10,33,59,16,2.4,Month-to-Month,0,1
CUST-0778,44,Non-Binary,58,120.94,6,12,42,3,4.5,Month-to-Month,0,0
CUST-0779,45,Male,32,80.95,5,19,8,21,3.5,Month-to-Month,1,0
CUST-0780,19,Non-Binary,43,296.57,3,6,60,8,4.8,Month-to-Month,1,0
CUST-0781,33,Male,57,270.97,10,28,74,4,1.3,Month-to-Month,0,1
CUST-0782,72,Non-Binary,9,277.19,0,28,7,10,3.4,Annual,0,1
CUST-0783,21,Non-Binary,7,113.8,6,25,12,20,4.0,Month-to-Month,0,0
CUST-0784,47,Female,13,128.77,10,1,58,17,2.3,Month-to-Month,0,1
CUST-0785,56,Non-Binary,9,213.62,3,36,16,21,3.0,Annual,1,0
CUST-0786,57,Female,24,96.46,12,2,7,5,2.2,Annual,1,1
CUST-0787,52,Male,19,172.29,9,21,37,12,4.9,Two-Year,0,0
CUST-0788,50,Non-Binary,7,156.39,3,12,81,7,4.1,Annual,0,0
CUST-0789,62,Non-Binary,60,215.92,5,37,72,11,3.5,Annual,1,1
CUST-0790,47,Male,64,88.5,0,40,28,23,1.9,Two-Year,0,1
CUST-0791,65,Female,49,83.78,2,0,46,1,1.3,Month-to-Month,0,1
CUST-0792,46,Male,47,29.71,0,12,25,10,1.7,Annual,0,1
CUST-0793,53,Male,23,80.66,2,16,12,1,4.3,Month-to-Month,1,0
CUST-0794,25,Female,27,117.2,3,23,47,22,1.7,Two-Year,1,0
CUST-0795,22,Male,19,310.71,2,12,24,18,2.5,Annual,1,0
CUST-0796,58,Male,6,270.63,9,12,68,10,4.2,Annual,0,1
CUST-0797,68,Female,17,300.25,9,31,26,24,1.3,Annual,0,1
CUST-0798,42,Non-Binary,66,140.38,8,29,22,11,3.8,Two-Year,1,0
CUST-0799,49,Female,35,209.7,10,37,83,2,1.8,Month-to-Month,1,1
CUST-0800,43,Male,40,157.38,6,36,20,12,2.0,Month-to-Month,0,1
CUST-0801,36,Female,67,132.78,9,2,59,17,3.5,Annual,1,0
CUST-0802,44,Female,64,121.2,6,1,22,15,1.9,Two-Year,0,1
CUST-0803,23,Female,65,186.78,10,5,35,8,1.4,Month-to-Month,1,1
CUST-0804,30,Female,26,241.16,4,19,87,9,1.8,Two-Year,0,0
CUST-0805,66,Non-Binary,70,320.65,0,19,36,12,4.1,Annual,1,0
CUST-0806,66,Non-Binary,2,173.12,8,9,50,8,1.9,Two-Year,0,1
CUST-0807,51,Non-Binary,71,268.8,11,29,43,3,2.3,Month-to-Month,1,0
CUST-0808,62,Female,27,161.96,8,1,47,5,3.3,Month-to-Month,1,0
CUST-0809,18,Female,46,128.84,6,27,87,25,2.6,Two-Year,1,1
CUST-0810,19,Non-Binary,5,323.92,2,21,72,21,4.2,Two-Year,1,0
CUST-0811,31,Female,9,194.05,3,30,13,11,3.3,Annual,1,1
CUST-0812,24,Non-Binary,71,74.51,11,38,62,1,1.7,Month-to-Month,1,1
CUST-0813,32,Female,68,38.44,0,23,66,1,1.7,Annual,1,1
CUST-0814,25,Male,69,155.17,11,4,49,7,1.5,Month-to-Month,1,1
CUST-0815,63,Non-Binary,61,68.19,9,19,75,7,3.0,Two-Year,1,1
CUST-0816,18,Male,58,36.43,6,38,31,17,2.3,Two-Year,1,1
CUST-0817,54,Male,12,111.45,7,22,89,23,4.2,Annual,0,0
CUST-0818,29,Non-Binary,56,168.37,10,11,89,19,1.4,Two-Year,0,1
CUST-0819,28,Female,69,112.78,1,44,27,16,2.6,Two-Year,0,0
CUST-0820,22,Male,65,271.79,5,26,57,6,2.0,Two-Year,0,1
CUST-0821,22,Non-Binary,60,142.69,11,25,24,13,1.2,Annual,0,1
CUST-0822,26,Female,60,177.39,1,5,70,22,2.0,Annual,0,1
CUST-0823,35,Male,22,295.9,9,6,22,10,1.5,Two-Year,1,1
CUST-0824,60,Male,35,66.42,5,11,27,23,1.1,Two-Year,0,1
CUST-0825,21,Non-Binary,67,229.74,11,42,13,13,3.8,Annual,0,0
CUST-0826,21,Female,26,326.15,5,15,25,3,1.1,Month-to-Month,0,1
CUST-0827,30,Non-Binary,9,88.89,1,42,21,24,1.7,Annual,0,0
CUST-0828,38,Non-Binary,25,224.27,8,25,54,4,1.9,Month-to-Month,1,1
CUST-0829,18,Female,41,19.01,3,29,28,3,3.6,Annual,1,1
CUST-0830,31,Female,39,272.13,7,6,68,19,1.7,Month-to-Month,1,0
CUST-0831,62,Female,18,126.24,10,44,40,22,2.9,Annual,0,1
CUST-0832,55,Female,49,186.19,11,14,64,19,3.8,Month-to-Month,0,1
CUST-0833,66,Male,40,94.19,6,15,79,3,1.2,Annual,1,1
CUST-0834,27,Female,27,230.08,3,38,56,24,4.5,Month-to-Month,1,0
CUST-0835,68,Male,67,280.25,6,41,36,25,1.1,Two-Year,1,1
CUST-0836,31,Non-Binary,7,318.72,10,15,87,23,3.9,Two-Year,1,0
CUST-0837,29,Female,1,36.65,7,4,24,2,3.5,Month-to-Month,0,1
CUST-0838,29,Non-Binary,71,293.46,3,15,64,3,2.7,Annual,1,1
CUST-0839,30,Male,55,74.11,3,19,36,19,2.8,Two-Year,0,1
CUST-0840,68,Female,11,333.59,5,25,48,6,2.9,Annual,1,0
CUST-0841,70,Female,3,270.25,6,5,38,20,3.1,Two-Year,0,1
CUST-0842,47,Female,59,109.88,8,38,61,3,2.3,Two-Year,1,1
CUST-0843,30,Male,2,303.65,11,23,62,13,4.7,Annual,1,0
CUST-0844,37,Non-Binary,10,151.94,0,7,49,19,1.6,Annual,1,0
CUST-0845,66,Non-Binary,45,185.72,7,40,88,12,3.8,Two-Year,1,0
CUST-0846,65,Male,32,175.04,5,40,90,22,1.1,Two-Year,0,1
CUST-0847,47,Non-Binary,19,100.19,9,37,84,6,1.0,Month-to-Month,1,1
CUST-0848,55,Male,67,319.83,6,10,54,9,3.8,Two-Year,1,0
CUST-0849,64,Female,12,51.61,9,22,18,9,4.0,Two-Year,1,0
CUST-0850,18,Male,63,15.53,1,44,53,17,2.7,Annual,1,1
CUST-0851,41,Male,18,81.34,2,32,14,15,3.3,Month-to-Month,0,1
CUST-0852,65,Male,25,101.88,6,28,80,20,1.4,Two-Year,0,1
CUST-0853,23,Female,16,107.72,5,1,74,8,2.9,Two-Year,0,1
CUST-0854,35,Male,6,47.44,8,0,48,20,3.1,Annual,1,0
CUST-0855,39,Non-Binary,55,127.74,10,21,40,8,4.8,Two-Year,1,0
CUST-0856,21,Female,43,285.1,0,29,89,13,3.9,Month-to-Month,0,0
CUST-0857,51,Female,32,138.42,9,43,84,16,3.1,Two-Year,0,1
CUST-0858,58,Female,3,227.32,0,20,86,15,1.9,Annual,1,0
CUST-0859,68,Male,45,158.35,7,42,89,4,3.9,Annual,0,0
CUST-0860,51,Non-Binary,65,25.63,7,5,38,22,5.0,Annual,0,0
CUST-0861,25,Female,70,95.7,3,10,84,23,1.4,Annual,0,1
CUST-0862,38,Female,36,88.83,4,42,60,22,1.5,Month-to-Month,1,1
CUST-0863,62,Female,29,327.15,12,38,8,21,2.4,Two-Year,1,0
CUST-0864,68,Non-Binary,56,285.83,3,16,14,10,1.4,Month-to-Month,1,0
CUST-0865,30,Non-Binary,15,206.9,2,20,48,19,3.9,Annual,0,0
CUST-0866,30,Female,55,122.08,5,43,16,17,3.7,Two-Year,0,1
CUST-0867,18,Non-Binary,59,120.84,4,14,63,22,2.8,Two-Year,1,1
CUST-0868,60,Non-Binary,5,215.62,4,32,88,4,2.1,Two-Year,1,1
CUST-0869,31,Female,38,250.89,6,3,42,5,4.3,Month-to-Month,0,0
CUST-0870,21,Male,63,258.68,4,42,20,1,3.2,Annual,1,0
CUST-0871,40,Female,51,39.06,11,18,36,23,4.7,Two-Year,1,0
CUST-0872,38,Non-Binary,7,299.69,11,19,58,21,1.7,Month-to-Month,1,1
CUST-0873,36,Male,27,88.08,11,12,83,1,2.4,Two-Year,0,1
CUST-0874,72,Male,49,333.38,6,43,21,2,1.4,Annual,0,0
CUST-0875,25,Non-Binary,44,213.79,2,40,51,8,1.1,Month-to-Month,1,1
CUST-0876,62,Non-Binary,23,233.69,6,44,85,22,1.4,Annual,1,1
CUST-0877,59,Female,48,18.89,1,5,15,16,3.6,Two-Year,0,1
CUST-0878,54,Non-Binary,62,106.7,11,6,75,6,2.5,Two-Year,1,1
CUST-0879,26,Male,42,36.27,12,34,23,13,4.3,Month-to-Month,1,0
CUST-0880,52,Non-Binary,63,36.42,9,34,83,4,4.0,Month-to-Month,0,1
CUST-0881,56,Non-Binary,24,16.78,7,20,15,2,1.5,Month-to-Month,0,1
CUST-0882,34,Male,11,343.28,8,19,46,18,1.7,Two-Year,0,1
CUST-0883,20,Non-Binary,38,235.82,7,8,73,16,3.8,Two-Year,1,0
CUST-0884,50,Male,13,236.98,0,15,4,7,1.6,Month-to-Month,0,1
CUST-0885,31,Non-Binary,46,107.93,11,39,54,3,3.2,Annual,1,0
CUST-0886,28,Female,59,42.89,4,43,54,23,1.6,Month-to-Month,0,1
CUST-0887,35,Non-Binary,25,254.34,9,42,82,17,3.4,Annual,0,1
CUST-0888,68,Female,49,23.68,9,15,9,9,1.5,Month-to-Month,1,1
CUST-0889,58,Male,47,319.6,12,17,18,8,2.1,Month-to-Month,1,0
CUST-0890,32,Female,14,277.22,1,11,67,24,4.5,Two-Year,1,0
CUST-0891,40,Non-Binary,37,199.77,9,6,6,6,2.3,Annual,0,1
CUST-0892,65,Non-Binary,69,199.81,6,30,75,5,2.0,Two-Year,0,1
CUST-0893,27,Female,35,32.71,11,40,47,23,4.1,Two-Year,1,0
CUST-0894,29,Female,46,282.49,8,18,35,14,3.1,Two-Year,0,1
CUST-0895,72,Male,40,151.18,5,5,81,3,1.3,Month-to-Month,0,1
CUST-0896,21,Male,37,200.64,7,0,54,22,3.0,Two-Year,0,0
CUST-0897,50,Non-Binary,69,248.79,6,0,78,7,4.6,Two-Year,0,0
CUST-0898,62,Non-Binary,45,96.82,11,42,67,22,3.4,Two-Year,1,0
CUST-0899,61,Non-Binary,29,73.56,5,8,65,12,4.8,Annual,1,0
CUST-0900,41,Male,44,321.21,3,34,15,10,2.2,Annual,1,1
CUST-0901,65,Non-Binary,51,87.85,4,41,65,2,4.7,Two-Year,1,0
CUST-0902,18,Non-Binary,59,125.06,5,6,0,12,4.6,Month-to-Month,1,0
CUST-0903,24,Female,63,81.18,8,32,19,14,1.5,Annual,0,1
CUST-0904,60,Female,29,172.68,5,19,46,14,4.6,Two-Year,1,0
CUST-0905,46,Non-Binary,57,69.21,5,27,0,12,4.5,Two-Year,0,0
CUST-0906,36,Male,18,147.17,11,21,4,6,3.7,Annual,1,1
CUST-0907,49,Non-Binary,64,282.94,11,8,41,25,4.1,Annual,1,0
CUST-0908,24,Male,17,67.11,8,0,87,8,1.2,Annual,1,0
CUST-0909,65,Male,56,175.86,4,31,10,25,2.7,Two-Year,0,0
CUST-0910,29,Male,36,271.85,4,44,31,22,4.3,Month-to-Month,1,0
CUST-0911,69,Male,65,219.72,3,37,80,21,1.6,Month-to-Month,0,1
CUST-0912,35,Male,19,157.81,9,12,11,2,2.5,Two-Year,1,0
CUST-0913,32,Male,44,157.74,0,32,54,21,1.2,Month-to-Month,1,1
CUST-0914,40,Non-Binary,54,97.73,0,11,5,1,1.2,Two-Year,1,1
CUST-0915,48,Female,13,159.35,4,31,46,11,2.2,Month-to-Month,0,1
CUST-0916,67,Male,43,135.79,12,23,75,17,3.4,Month-to-Month,1,1
CUST-0917,42,Male,14,58.71,11,38,15,2,3.3,Two-Year,0,1
CUST-0918,46,Male,10,330.51,9,21,38,24,2.9,Month-to-Month,0,1
CUST-0919,30,Female,71,253.39,12,35,44,12,2.8,Two-Year,0,0
CUST-0920,22,Female,54,190.46,8,1,21,20,2.1,Month-to-Month,1,1
CUST-0921,54,Male,25,263.14,6,31,87,18,4.5,Month-to-Month,0,0
CUST-0922,50,Female,72,276.09,6,38,34,7,1.7,Month-to-Month,0,1
CUST-0923,18,Non-Binary,59,183.78,11,33,33,10,4.4,Annual,1,0
CUST-0924,28,Male,6,193.74,4,2,81,5,4.8,Annual,0,0
CUST-0925,68,Male,32,346.49,3,34,14,1,3.6,Two-Year,1,0
CUST-0926,63,Non-Binary,34,256.9,6,39,37,11,4.9,Two-Year,0,0
CUST-0927,32,Non-Binary,36,74.21,0,34,84,25,4.8,Two-Year,0,0
CUST-0928,62,Female,33,306.46,10,38,70,7,4.3,Month-to-Month,1,1
CUST-0929,55,Non-Binary,51,67.14,3,27,47,5,4.6,Month-to-Month,1,0
CUST-0930,29,Male,25,205.84,11,11,82,10,1.1,Month-to-Month,0,1
CUST-0931,61,Non-Binary,25,38.27,1,27,31,15,4.6,Annual,0,0
CUST-0932,26,Non-Binary,2,217.1,6,24,2,4,4.3,Two-Year,0,1
CUST-0933,67,Male,35,62.78,10,38,1,1,4.8,Month-to-Month,1,0
CUST-0934,23,Male,18,175.94,9,28,20,10,2.3,Month-to-Month,0,1
CUST-0935,62,Female,70,56.23,0,6,69,10,1.4,Annual,0,1
CUST-0936,32,Male,30,158.09,2,22,83,10,1.9,Two-Year,1,0
CUST-0937,63,Male,63,71.8,1,14,13,10,2.4,Two-Year,1,1
CUST-0938,23,Male,20,74.65,8,21,76,6,3.7,Month-to-Month,1,0
CUST-0939,36,Female,14,105.82,7,42,47,9,4.2,Two-Year,0,0
CUST-0940,27,Non-Binary,19,122.29,6,28,61,3,1.5,Annual,1,1
CUST-0941,38,Male,24,272.12,5,20,63,14,2.9,Annual,1,1
CUST-0942,59,Male,50,155.25,7,34,68,16,3.1,Month-to-Month,1,1
CUST-0943,63,Female,68,208.59,11,14,89,3,1.9,Month-to-Month,0,0
CUST-0944,19,Female,72,173.77,2,7,7,12,2.4,Month-to-Month,1,0
CUST-0945,71,Non-Binary,54,96.24,3,3,17,4,4.8,Two-Year,0,0
CUST-0946,19,Non-Binary,55,139.51,11,6,84,19,1.3,Two-Year,0,1
CUST-0947,41,Male,11,97.09,0,36,53,5,4.1,Annual,0,0
CUST-0948,62,Female,61,152.86,5,28,82,23,1.1,Month-to-Month,0,1
CUST-0949,59,Male,23,183.6,0,25,54,22,4.8,Annual,1,0
CUST-0950,50,Female,30,156.93,2,17,11,17,2.5,Month-to-Month,0,1
CUST-0951,21,Male,51,76.54,11,35,77,3,4.3,Annual,1,0
CUST-0952,59,Female,49,70.22,12,23,82,14,1.8,Month-to-Month,0,1
CUST-0953,56,Female,4,95.24,2,34,13,3,1.8,Month-to-Month,1,1
CUST-0954,30,Non-Binary,5,95.51,1,36,72,2,3.3,Annual,0,1
CUST-0955,23,Female,2,343.48,12,18,50,17,1.8,Annual,1,0
CUST-0956,62,Non-Binary,13,125.99,11,32,12,17,4.2,Month-to-Month,0,0
CUST-0957,42,Female,5,112.19,2,43,59,3,4.5,Month-to-Month,0,0
CUST-0958,69,Non-Binary,19,272.56,2,32,66,24,3.4,Two-Year,1,0
CUST-0959,26,Female,38,135.71,6,2,87,13,2.0,Two-Year,0,0
CUST-0960,54,Non-Binary,64,47.63,0,9,39,18,4.5,Month-to-Month,1,0
CUST-0961,38,Male,38,69.09,4,36,46,12,1.4,Month-to-Month,1,1
CUST-0962,48,Female,57,232.85,2,7,72,16,1.2,Annual,1,1
CUST-0963,57,Non-Binary,17,162.68,8,39,40,12,1.3,Annual,1,1
CUST-0964,61,Male,8,263.25,3,44,71,1,1.6,Month-to-Month,1,1
CUST-0965,54,Female,10,89.72,7,42,11,12,2.9,Two-Year,1,1
CUST-0966,29,Non-Binary,14,322.35,6,27,25,13,2.3,Annual,1,0
CUST-0967,49,Male,61,53.3,7,2,69,5,4.8,Month-to-Month,0,0
CUST-0968,20,Non-Binary,49,35.9,12,23,55,16,1.9,Month-to-Month,0,0
CUST-0969,61,Female,35,99.44,2,5,18,3,2.1,Month-to-Month,1,0
CUST-0970,46,Female,68,86.73,4,11,6,3,4.6,Annual,1,0
CUST-0971,37,Male,26,132.01,6,30,60,18,3.8,Month-to-Month,1,0
CUST-0972,62,Non-Binary,50,290.71,8,38,25,3,3.9,Two-Year,0,0
CUST-0973,70,Non-Binary,41,19.75,7,9,63,11,1.5,Two-Year,1,1
CUST-0974,64,Male,58,331.01,2,40,57,21,4.9,Month-to-Month,0,0
CUST-0975,30,Female,70,274.42,9,24,27,12,1.8,Month-to-Month,0,1
CUST-0976,41,Male,39,315.38,8,7,89,16,3.6,Annual,1,0
CUST-0977,40,Non-Binary,55,190.26,12,21,14,6,2.8,Annual,0,0
CUST-0978,28,Non-Binary,56,142.82,10,44,87,14,3.5,Two-Year,0,0
CUST-0979,69,Male,12,232.62,9,26,13,16,4.0,Two-Year,0,0
CUST-0980,50,Non-Binary,5,238.68,6,13,28,25,2.8,Annual,0,1
CUST-0981,48,Male,45,339.15,7,26,82,23,4.1,Annual,0,0
CUST-0982,68,Male,65,110.01,10,16,39,14,3.7,Month-to-Month,1,1
CUST-0983,19,Male,48,296.66,8,38,40,11,1.7,Two-Year,1,1
CUST-0984,43,Male,51,292.56,12,36,54,5,4.8,Annual,0,0
CUST-0985,38,Non-Binary,21,161.53,1,45,16,17,1.5,Two-Year,1,0
CUST-0986,58,Female,71,68.28,5,13,11,3,1.1,Month-to-Month,0,1
CUST-0987,63,Non-Binary,11,206.55,0,8,58,21,3.5,Annual,0,1
CUST-0988,32,Female,25,194.36,3,24,33,22,1.2,Month-to-Month,0,1
CUST-0989,58,Non-Binary,14,52.16,9,7,13,5,2.1,Month-to-Month,0,1
CUST-0990,72,Female,27,145.92,7,1,52,3,2.9,Two-Year,0,1
CUST-0991,44,Female,41,227.24,7,10,23,10,1.0,Month-to-Month,0,1
CUST-0992,39,Female,62,348.3,9,34,0,6,3.1,Annual,0,1
CUST-0993,19,Non-Binary,3,188.53,12,9,27,12,1.5,Month-to-Month,0,1
CUST-0994,32,Male,17,104.64,7,12,11,12,3.8,Two-Year,1,0
CUST-0995,69,Female,56,186.74,6,12,32,6,1.8,Two-Year,1,0
CUST-0996,24,Non-Binary,40,70.49,3,31,55,15,2.7,Two-Year,1,0
CUST-0997,57,Male,50,158.82,9,22,47,21,4.3,Annual,0,0
CUST-0998,50,Female,53,113.31,10,33,45,13,1.1,Month-to-Month,1,1
CUST-0999,29,Female,32,39.33,10,23,47,5,4.1,Month-to-Month,0,1
CUST-1000,18,Non-Binary,43,86.61,9,20,29,18,1.3,Annual,0,1
